Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Publisher_Missing_Flag,Year_Missing_Flag,Region_Reach,Success_Score
2112,Sacred Warfare II,DS,2012.0,Fighting,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,68.0,7.9,0,0,2,37.3
11794,Sacred Warfare II,DS,2017.0,Platform,THQ,0.04,0.04,0.02,0.04,0.14,84.0,7.1,0,0,4,46.0
7089,Sacred Warfare II,Xbox One,2004.0,Platform,Unknown/Unreported,0.03,0.01,0.0,0.03,0.07,71.0,6.1,1,0,3,38.0
12828,Sacred Warfare II,Xbox One,2022.0,Role-Playing,505 Games,0.76,0.38,0.37,0.14,1.65,62.0,6.7,0,0,4,40.3
10740,Sacred Warfare III,Game Boy Advance,2004.0,Shooter,Tecmo Koei,0.31,0.11,0.11,0.08,0.61,72.0,5.3,0,0,4,40.2
2758,Sacred Warfare III,Wii U,2012.0,Platform,Ubisoft,0.01,0.01,0.0,0.01,0.03,43.0,6.4,0,0,3,30.0
11822,Sacred Warfare IV,PS Vita,2001.0,Strategy,Tecmo Koei,0.21,0.21,0.06,0.26,0.74,51.0,,0,0,4,33.5
1658,Sacred Warfare Online,PS3,,Misc,Unknown/Unreported,0.12,0.05,0.01,0.07,0.25,88.0,7.8,1,1,3,45.8
4844,Sacred Warfare Online,Xbox One,,Fighting,Microsoft Studios,0.08,0.06,0.04,0.03,0.21,61.0,7.2,0,1,4,39.3
3591,Sacred Warfare Online,Xbox Series X,2010.0,Shooter,Ubisoft,0.23,0.14,0.07,0.02,0.46,68.0,7.1,0,0,3,39.0
10446,Sacred Warfare Reborn,3DS,2005.0,Role-Playing,Epic Games,0.11,0.07,0.04,0.03,0.25,,7.0,0,0,4,35.7
15648,Sacred Warfare Reborn,DS,2004.0,Shooter,THQ,0.01,0.01,0.01,0.0,0.03,71.0,4.7,0,0,3,35.9
2229,Sacred Warfare: Gold Edition,PS5,2000.0,Role-Playing,CD Projekt,0.04,0.03,0.01,0.02,0.1,68.0,6.8,0,0,4,40.7
4893,Sacred Warfare: Redux,PS5,2007.0,Platform,Sony Interactive Entertainment,0.03,0.01,0.01,0.0,0.05,97.0,8.2,0,0,3,48.9
6781,Sacred Warfare: Remastered,PS5,2020.0,Strategy,Atari,0.01,0.0,0.0,0.01,0.02,,5.5,0,0,2,28.3
1328,Savage Arena,3ds,2019.0,Puzzle,NetherRealm Studios,0.06,0.05,0.01,0.05,0.17,61.0,,0,0,4,36.0
10727,Savage Arena,Xbox 360,2005.0,Adventure,THQ,0.08,0.06,0.03,0.07,0.24,59.0,7.3,0,0,4,38.9
9376,Savage Arena 2,Nintendo Switch,2005.0,Role-Playing,Annapurna Interactive,0.03,0.02,0.01,0.01,0.07,58.0,8.2,0,0,4,39.8
9834,Savage Arena 3,Xbox Series X,2004.0,Simulation,Rockstar Games,0.01,0.0,0.0,0.01,0.02,,7.7,0,0,2,31.6
10705,Savage Arena II,PS4,2005.0,Racing,Capcom,0.2,0.15,0.1,0.0,0.45,60.0,,0,0,3,33.4
13756,Savage Arena II,PS5,2012.0,Shooter,Warner Bros. Interactive,0.01,0.01,0.01,0.02,0.05,,8.7,0,0,4,38.1
3677,Savage Arena II,PSP,2012.0,Sports,CD Projekt,0.01,0.01,0.0,0.0,0.02,66.0,6.9,0,0,2,35.2
10610,Savage Arena II,Wii,,Strategy,Sega,0.03,0.02,0.01,0.01,0.07,64.0,7.0,0,1,4,39.8
14083,Savage Arena III,3DS,2025.0,Puzzle,Unknown/Unreported,0.35,0.23,0.24,0.02,0.84,41.0,6.7,1,0,3,30.7
8105,Savage Arena III,PSP,2000.0,Misc,Sega,0.06,0.03,0.0,0.03,0.12,53.0,5.2,0,0,3,31.3
3331,Savage Arena IV,3DS,2011.0,Sports,Tecmo Koei,0.08,0.06,0.05,0.0,0.19,73.0,5.9,0,0,3,38.4
4328,Savage Arena IV,PS Vita,2026.0,Platform,505 Games,0.09,0.06,0.02,0.04,0.21,49.0,6.4,0,0,4,34.5
11402,Savage Arena Online,PC,2025.0,Role-Playing,Ubisoft,0.01,0.01,0.01,0.01,0.04,50.0,5.8,0,0,4,33.7
11096,Savage Arena Reborn,PS5,,Strategy,CD Projekt,0.73,0.45,0.23,0.0,1.41,73.0,5.5,0,1,3,39.1
10056,Savage Arena Reborn,PS5,2008.0,Sports,Unknown/Unreported,0.18,0.12,0.08,0.31,0.69,60.0,5.4,1,0,4,36.8
1701,Savage Arena Reborn,Xbox One,2004.0,Sports,Focus Entertainment,0.03,0.02,0.03,0.01,0.09,99.0,7.2,0,0,4,50.6
3011,Savage Arena: Gold Edition,PC,2015.0,Action,Square Enix,0.1,0.04,0.04,0.05,0.23,80.0,6.3,0,0,4,43.7
5074,Savage Arena: Gold Edition,PSP,2012.0,Shooter,THQ,0.02,0.01,0.0,0.01,0.04,71.0,7.5,0,0,3,40.1
13985,Savage Arena: Gold Edition,Xbox One,2019.0,Role-Playing,Codemasters,0.01,0.0,0.0,0.01,0.02,,,0,0,2,27.5
7566,Savage Arena: Gold Edition,Xbox Series X,2023.0,Fighting,505 Games,0.06,0.06,0.05,0.02,0.19,72.0,8.2,0,0,4,44.1
9099,Savage Arena: Origins,Xbox 360,,Racing,Annapurna Interactive,0.02,0.03,0.02,0.02,0.09,99.0,4.9,0,1,4,47.1
13245,Savage Arena: Origins,Xbox One,2012.0,Shooter,Sega,0.01,0.01,0.01,0.02,0.05,78.0,8.4,0,0,4,46.0
4829,Savage Arena: Redux,Xbox 360,2024.0,Misc,Deep Silver,0.02,0.01,0.0,0.02,0.05,77.0,3.4,0,0,3,35.7
9735,Savage Arena: Remastered,GameCube,2000.0,Shooter,Capcom,0.03,0.02,0.01,0.0,0.06,84.0,8.8,0,0,3,46.0
12847,Savage Arena: Remastered,PC,2007.0,Role-Playing,Activision,0.09,0.04,0.03,0.01,0.17,55.0,5.0,0,0,4,34.2
8004,Savage Blitz,3DS,2004.0,Platform,Capcom,0.03,0.01,0.0,0.01,0.05,65.0,6.5,0,0,3,36.8
2452,Savage Blitz,Xbox Series X,2009.0,Strategy,Ubisoft,0.03,0.02,0.0,0.02,0.07,60.0,5.7,0,0,3,34.1
15864,Savage Blitz 2,3DS,2008.0,Action,Take-Two Interactive,0.01,0.0,0.0,0.01,0.02,,8.3,0,0,2,32.5
1134,Savage Blitz 2,3DS,2022.0,Adventure,Devolver Digital,0.04,0.02,0.03,0.01,0.1,76.0,7.3,0,0,4,43.8
14310,Savage Blitz 3,PS5,2019.0,Racing,THQ,0.03,0.03,0.01,0.01,0.08,63.0,6.1,0,0,4,38.1
1922,Savage Blitz II,PSP,2010.0,Puzzle,Take-Two Interactive,0.04,0.03,0.02,0.0,0.09,65.0,,0,0,3,34.6
7308,Savage Blitz III,3DS,2013.0,Adventure,Sega,0.06,0.04,0.01,0.02,0.13,92.0,6.5,0,0,4,47.5
1865,Savage Blitz III,Xbox Series X,2010.0,Platform,Focus Entertainment,0.04,0.01,0.01,0.01,0.07,99.0,,0,0,4,47.3
255,Savage Blitz Online,DS,2005.0,Puzzle,CD Projekt,0.01,0.01,0.0,0.0,0.02,74.0,8.8,0,0,2,40.4
5646,Savage Blitz Online,GameCube,2001.0,Puzzle,Capcom,0.08,0.07,0.02,0.04,0.21,95.0,6.9,0,0,4,49.1
3500,Savage Blitz Reborn,Xbox 360,2021.0,Simulation,Rockstar Games,0.17,0.11,0.08,0.01,0.37,61.0,8.4,0,0,3,38.8
4639,Savage Blitz: Gold Edition,PC,2016.0,Platform,Electronic Arts,0.32,0.17,0.09,0.0,0.58,63.0,6.1,0,0,3,36.1
1435,Savage Chronicles,GameCube,2023.0,Strategy,Tecmo Koei,0.25,0.14,0.14,0.1,0.63,91.0,9.8,0,0,4,52.6
4995,Savage Chronicles,PC,2012.0,Action,Atari,0.07,0.08,0.01,0.07,0.23,65.0,6.0,0,0,3,36.2
5497,Savage Chronicles,Xbox One,2012.0,Puzzle,Sony Interactive Entertainment,0.03,0.01,0.01,0.03,0.08,71.0,5.5,0,0,4,39.6
10122,Savage Chronicles,Xbox Series X,2016.0,Fighting,Annapurna Interactive,0.04,0.02,0.01,0.01,0.08,61.0,7.1,0,0,4,39.0
11340,Savage Chronicles 2,PS Vita,2007.0,Fighting,Atari,0.1,0.07,0.02,0.01,0.2,44.0,7.7,0,0,3,32.4
13411,Savage Chronicles 2,PS4,2020.0,Strategy,CD Projekt,0.44,0.28,0.17,0.27,1.16,,9.0,0,0,4,39.7
817,Savage Chronicles 3,Wii,2021.0,Racing,Deep Silver,0.1,0.05,0.05,0.06,0.26,50.0,5.7,0,0,4,33.8
1214,Savage Chronicles III,PSP,2017.0,Fighting,Activision,0.14,0.07,0.07,0.08,0.36,71.0,6.0,0,0,4,40.7
6640,Savage Chronicles III,Xbox One,2000.0,Simulation,Activision,0.02,0.01,0.0,0.0,0.03,62.0,,0,0,2,31.1
7266,Savage Chronicles IV,PS5,2017.0,Misc,Warner Bros. Interactive,0.1,0.09,0.03,0.06,0.28,43.0,6.5,0,0,4,32.9
15877,Savage Chronicles Reborn,PSP,2003.0,Role-Playing,Ubisoft,0.23,0.17,0.11,0.27,0.78,89.0,,0,0,4,45.0
7724,Savage Chronicles: Gold Edition,DS,2026.0,Sports,Sega,0.11,0.07,0.02,0.23,0.43,74.0,7.9,0,0,3,42.0
10650,Savage Chronicles: Gold Edition,PS Vita,2004.0,Simulation,Bandai Namco,0.02,0.01,0.0,0.01,0.04,38.0,7.2,0,0,3,29.7
3806,Savage Chronicles: Gold Edition,PS4,2001.0,Fighting,Rockstar Games,0.11,0.12,0.05,0.07,0.35,,7.9,0,0,4,37.2
16878,Savage Chronicles: Gold Edition,PS5,2010.0,Shooter,Microsoft Studios,0.19,0.13,0.03,0.28,0.63,60.0,6.4,0,0,3,35.7
10965,Savage Chronicles: Gold Edition,Xbox One,2014.0,Action,Devolver Digital,0.0,0.0,0.0,0.01,0.01,62.0,6.4,0,0,1,30.7
14297,Savage Chronicles: Origins,Xbox 360,2022.0,Platform,Sega,0.03,0.02,0.0,0.03,0.08,73.0,5.7,0,0,3,38.0
8645,Savage Chronicles: Redux,PC,2018.0,Shooter,Warner Bros. Interactive,0.08,0.03,0.02,0.04,0.17,69.0,5.6,0,0,4,39.3
1880,Savage Chronicles: Redux,PS Vita,2022.0,Role-Playing,Tecmo Koei,0.07,0.04,0.03,0.08,0.22,,7.3,0,0,4,36.2
6608,Savage Chronicles: Remastered,PS3,2022.0,Fighting,Electronic Arts,0.04,0.02,0.03,0.01,0.1,37.0,7.0,0,0,4,31.7
1921,Savage Chronicles: Remastered,ps3,2004.0,Role-Playing,Unknown/Unreported,0.19,0.12,0.01,0.08,0.4,,6.4,1,0,3,32.5
304,Savage Covenant,3DS,2010.0,Strategy,Tecmo Koei,0.09,0.1,0.06,0.11,0.36,77.0,7.0,0,0,4,44.0
993,Savage Covenant,Game Boy Advance,2011.0,Platform,Bethesda Softworks,0.1,0.07,0.07,0.08,0.32,61.0,8.0,0,0,4,40.6
6690,Savage Covenant,Nintendo Switch,2026.0,Strategy,Electronic Arts,0.36,0.31,0.25,0.29,1.21,81.0,6.8,0,0,4,45.7
4762,Savage Covenant,PS5,2003.0,Platform,2K Games,0.03,0.01,0.01,0.0,0.05,63.0,6.7,0,0,3,36.5
16600,Savage Covenant,Xbox One,2009.0,Misc,Deep Silver,0.09,0.04,0.05,0.01,0.19,67.0,6.5,0,0,4,40.0
12982,Savage Covenant 2,Game Boy Advance,2017.0,Racing,Square Enix,0.04,0.02,0.03,0.02,0.11,75.0,4.9,0,0,4,40.0
8176,Savage Covenant 2,PS Vita,2018.0,Adventure,Sony Interactive Entertainment,0.11,0.06,0.05,0.0,0.22,77.0,5.2,0,0,3,38.6
6941,Savage Covenant 2,Xbox One,2026.0,Racing,Nintendo,0.06,0.03,0.03,0.03,0.15,74.0,7.1,0,0,4,43.0
5159,Savage Covenant 3,PC,2022.0,Platform,Ubisoft,0.06,0.06,0.01,0.04,0.17,86.0,,0,0,4,43.5
11678,Savage Covenant 3,PS4,2016.0,Shooter,Devolver Digital,0.01,0.01,0.0,0.02,0.04,,5.3,0,0,3,30.5
15577,Savage Covenant II,Wii U,2011.0,Racing,Team17,0.04,0.03,0.01,0.04,0.12,68.0,6.8,0,0,4,40.7
4771,Savage Covenant III,DS,2001.0,Puzzle,Bethesda Softworks,0.19,0.09,0.11,0.05,0.44,,7.3,0,0,4,36.4
3428,Savage Covenant Online,DS,2015.0,Strategy,NetherRealm Studios,0.05,0.03,0.01,0.01,0.1,96.0,6.7,0,0,4,48.9
5100,Savage Covenant Online,Wii,2004.0,Strategy,Atari,0.02,0.01,0.01,0.0,0.04,65.0,7.7,0,0,3,38.6
3482,Savage Covenant: Gold Edition,GameCube,2024.0,Strategy,Devolver Digital,0.02,0.02,0.01,0.0,0.05,73.0,6.9,0,0,3,39.8
13317,Savage Covenant: Origins,Xbox Series X,2024.0,Strategy,Nintendo,0.16,0.12,0.03,0.06,0.37,,6.2,0,0,4,34.7
449,Savage Covenant: Redux,GameCube,2010.0,Puzzle,Square Enix,0.01,0.0,0.0,0.01,0.02,83.0,6.5,0,0,2,39.7
4532,Savage Covenant: Remastered,GameCube,,Racing,Codemasters,0.07,0.03,0.04,0.03,0.17,68.0,7.7,0,1,4,42.1
2494,Savage Crusade,Wii,2025.0,Puzzle,Unknown/Unreported,0.1,0.07,0.06,0.01,0.24,72.0,7.7,1,0,3,40.9
10027,Savage Crusade,Xbox Series X,2000.0,Misc,Epic Games,0.02,0.01,0.0,0.02,0.05,68.0,6.2,0,0,3,37.2
4356,Savage Crusade,Xbox Series X,2003.0,Action,Konami,0.54,0.54,0.54,0.36,1.98,,6.1,0,0,4,36.1
9076,Savage Crusade 2,DS,2015.0,Puzzle,Square Enix,1.11,0.36,0.61,0.17,2.25,84.0,5.0,0,0,4,44.9
6249,Savage Crusade 2,Nintendo Switch,2015.0,Misc,Bandai Namco,0.14,0.08,0.04,0.11,0.37,63.0,8.0,0,0,4,41.3
6559,Savage Crusade 2,PC,2016.0,Role-Playing,Tecmo Koei,0.04,0.03,0.01,0.01,0.09,67.0,7.0,0,0,4,40.7
7791,Savage Crusade 2,Wii U,2014.0,Puzzle,Tecmo Koei,0.09,0.07,0.01,0.05,0.22,59.0,6.7,0,0,3,35.5
12977,Savage Crusade 2,Xbox 360,2021.0,Misc,Focus Entertainment,0.04,0.03,0.0,0.02,0.09,73.0,6.7,0,0,3,39.5
5766,Savage Crusade 3,PS3,2026.0,Role-Playing,Team17,0.02,0.01,0.0,0.0,0.03,42.0,5.8,0,0,2,26.3
14774,Savage Crusade II,PC,2009.0,Role-Playing,Nintendo,0.03,0.02,0.01,0.01,0.07,73.0,6.7,0,0,4,42.0
11089,Savage Crusade II,Xbox One,2016.0,Adventure,Focus Entertainment,0.04,0.04,0.01,0.02,0.11,83.0,,0,0,4,42.5
5337,Savage Crusade III,GameCube,2023.0,Role-Playing,Deep Silver,0.12,0.11,0.09,0.02,0.34,73.0,9.9,0,0,4,47.1
4835,Savage Crusade IV,PS2,2009.0,Shooter,Ubisoft,0.05,0.06,0.04,0.03,0.18,64.0,8.1,0,0,4,41.5
1088,Savage Crusade IV,PSP,2025.0,Adventure,Annapurna Interactive,0.04,0.03,0.02,0.01,0.1,72.0,6.7,0,0,4,41.7
3063,Savage Crusade IV,ps3,2020.0,Adventure,Activision,0.1,0.03,0.02,0.07,0.22,66.0,,0,0,4,37.5
8703,Savage Crusade Online,Wii,2024.0,Platform,Tecmo Koei,0.24,0.16,0.06,0.03,0.49,60.0,7.8,0,0,4,40.2
8245,Savage Crusade Reborn,PS3,2016.0,Platform,CD Projekt,0.02,0.02,0.01,0.0,0.05,61.0,6.9,0,0,3,36.2
14591,Savage Crusade: Gold Edition,DS,2019.0,Sports,Activision,0.06,0.03,0.02,0.01,0.12,,6.9,0,0,4,35.5
4209,Savage Crusade: Gold Edition,GameCube,2021.0,Sports,Atari,0.01,0.01,0.01,0.0,0.03,,8.5,0,0,3,35.3
498,Savage Crusade: Gold Edition,PSP,2006.0,Action,THQ,0.15,0.07,0.09,0.07,0.38,86.0,7.7,0,0,4,47.7
13879,Savage Crusade: Origins,DS,2024.0,Misc,Warner Bros. Interactive,0.06,0.02,0.01,0.03,0.12,59.0,5.5,0,0,4,36.1
14391,Savage Crusade: Origins,PS4,2020.0,Racing,NetherRealm Studios,0.14,0.05,0.06,0.01,0.26,47.0,6.5,0,0,3,31.6
120,Savage Crusade: Origins,Xbox 360,2014.0,Role-Playing,Annapurna Interactive,0.06,0.02,0.02,0.02,0.12,77.0,6.5,0,0,4,43.0
720,Savage Crusade: Redux,Xbox One,2009.0,Adventure,Codemasters,0.02,0.01,0.0,0.02,0.05,99.0,7.2,0,0,3,48.0
8954,Savage Crusade: Remastered,PS5,2007.0,Shooter,Take-Two Interactive,0.03,0.02,0.02,0.01,0.08,73.0,5.6,0,0,4,40.4
2284,Savage Dominion,3DS,2001.0,Racing,Square Enix,1.22,0.54,0.56,0.08,2.4,86.0,7.9,0,0,3,47.5
14349,Savage Dominion,Nintendo Switch,2005.0,Platform,Take-Two Interactive,0.06,0.07,0.04,0.04,0.21,,7.7,0,0,4,36.8
5986,Savage Dominion,PS5,2019.0,Adventure,Annapurna Interactive,0.12,0.08,0.01,0.1,0.31,79.0,6.1,0,0,3,40.7
5023,Savage Dominion,Wii,2011.0,Action,Electronic Arts,0.31,0.18,0.09,0.07,0.65,66.0,8.8,0,0,4,43.6
9639,Savage Dominion 2,DS,2023.0,Racing,Capcom,0.01,0.01,0.0,0.01,0.03,81.0,7.0,0,0,3,42.3
4188,Savage Dominion 2,Game Boy Advance,2006.0,Puzzle,CD Projekt,0.76,0.42,0.37,0.42,1.97,,7.3,0,0,4,37.9
6653,Savage Dominion 3,DS,2003.0,Fighting,Deep Silver,0.05,0.02,0.02,0.02,0.11,78.0,5.1,0,0,4,41.2
14857,Savage Dominion II,PS Vita,,Sports,Annapurna Interactive,0.1,0.06,0.05,0.07,0.28,,,0,1,4,32.8
9859,Savage Dominion III,DS,2006.0,Misc,Sega,0.02,0.01,0.01,0.01,0.05,,7.8,0,0,4,36.7
4358,Savage Dominion III,GameCube,2025.0,Sports,Activision,0.08,0.03,0.03,0.04,0.18,40.0,5.7,0,0,4,30.7
5331,Savage Dominion Online,Game Boy Advance,2014.0,Simulation,NetherRealm Studios,0.52,0.21,0.08,0.14,0.95,,8.2,0,0,4,38.2
8180,Savage Dominion Online,Wii U,2023.0,Strategy,Bethesda Softworks,0.02,0.02,0.02,0.01,0.07,80.0,,0,0,4,41.6
8433,Savage Dominion Reborn,PS4,2025.0,Platform,Square Enix,0.52,0.33,0.04,0.07,0.96,76.0,6.4,0,0,3,40.9
5763,Savage Dominion: Gold Edition,Wii,2012.0,Platform,Nintendo,0.02,0.01,0.01,0.01,0.05,87.0,,0,0,4,43.6
13289,Savage Dominion: Redux,PS4,2024.0,Fighting,Electronic Arts,0.03,0.02,0.01,0.06,0.12,73.0,6.4,0,0,4,41.6
14392,Savage Dominion: Remastered,Xbox 360,2021.0,Puzzle,Warner Bros. Interactive,0.06,0.02,0.03,0.0,0.11,62.0,5.1,0,0,3,33.9
16349,Savage Dominion: Remastered,ds,2008.0,Strategy,2K Games,0.26,0.1,0.07,0.05,0.48,73.0,2.8,0,0,4,36.6
12831,Savage Empire,DS,,Simulation,Atari,0.05,0.04,0.02,0.06,0.17,77.0,7.2,0,1,4,44.1
6112,Savage Empire,Nintendo Switch,2024.0,Simulation,Team17,0.08,0.05,0.03,0.03,0.19,53.0,8.7,0,0,4,39.1
6221,Savage Empire,PS Vita,2011.0,Platform,2K Games,0.01,0.01,0.01,0.01,0.04,52.0,3.8,0,0,4,31.3
3016,Savage Empire,wii,2017.0,Fighting,Sega,0.11,0.1,0.09,0.04,0.34,70.0,9.4,0,0,4,45.4
10980,Savage Empire 2,Wii U,2004.0,Misc,Deep Silver,0.12,0.1,0.09,0.09,0.4,,8.5,0,0,4,38.1
13948,Savage Empire 3,DS,2016.0,Strategy,Annapurna Interactive,0.56,0.37,0.11,0.12,1.16,95.0,6.5,0,0,4,49.4
8156,Savage Empire 3,Wii U,2003.0,Shooter,Epic Games,0.29,0.11,0.17,0.02,0.59,50.0,6.9,0,0,3,33.4
6695,Savage Empire II,Wii U,2002.0,Simulation,Nintendo,0.24,0.15,0.09,0.28,0.76,68.0,6.1,0,0,4,40.3
3928,Savage Empire III,DS,2011.0,Strategy,Deep Silver,0.03,0.02,0.03,0.02,0.1,89.0,6.3,0,0,4,46.2
1022,Savage Empire III,Wii,2006.0,Adventure,Annapurna Interactive,0.06,0.04,0.01,0.04,0.15,80.0,6.2,0,0,4,43.4
6253,Savage Empire IV,Xbox One,2025.0,Misc,Devolver Digital,0.01,0.01,0.01,0.01,0.04,88.0,7.5,0,0,4,47.7
10968,Savage Empire Online,GameCube,2005.0,Platform,Capcom,0.03,0.02,0.01,0.01,0.07,71.0,6.5,0,0,4,41.1
11798,Savage Empire Reborn,3DS,2013.0,Sports,Rockstar Games,0.13,0.07,0.07,0.0,0.27,63.0,6.8,0,0,3,36.9
15677,Savage Empire Reborn,PS4,2016.0,Sports,Konami,0.66,0.21,0.33,0.08,1.28,75.0,8.8,0,0,4,47.0
11178,Savage Empire Reborn,PSP,2023.0,Action,Paradox Interactive,0.02,0.01,0.01,0.0,0.04,71.0,7.8,0,0,3,40.5
16144,Savage Empire: Gold Edition,DS,2017.0,Puzzle,Bandai Namco,0.1,0.04,0.01,0.04,0.19,72.0,6.9,0,0,4,42.1
6208,Savage Empire: Gold Edition,PS2,2009.0,Action,Microsoft Studios,0.02,0.01,0.01,0.01,0.05,77.0,6.8,0,0,4,43.3
10569,Savage Empire: Gold Edition,Wii U,2001.0,Role-Playing,505 Games,0.08,0.05,0.02,0.02,0.17,,8.0,0,0,4,37.2
1463,Savage Empire: Origins,PS Vita,2002.0,Sports,Focus Entertainment,0.89,1.02,0.61,1.0,3.52,72.0,6.3,0,0,4,44.6
8722,Savage Empire: Origins,Xbox Series X,2003.0,Simulation,CD Projekt,0.06,0.04,0.01,0.03,0.14,64.0,7.7,0,0,4,40.9
2122,Savage Empire: Redux,Nintendo Switch,2022.0,Platform,Team17,0.07,0.04,0.03,0.01,0.15,65.0,9.8,0,0,4,44.3
8870,Savage Empire: Redux,PSP,2003.0,Sports,Paradox Interactive,0.23,0.18,0.11,0.23,0.75,77.0,6.2,0,0,4,43.1
531,Savage Empire: Redux,Xbox 360,2022.0,Misc,Bandai Namco,0.2,0.09,0.06,0.17,0.52,65.0,7.2,0,0,4,40.8
131,Savage Empire: Remastered,Nintendo Switch,2019.0,Adventure,Konami,0.02,0.01,0.0,0.01,0.04,53.0,4.7,0,0,3,30.5
12232,Savage Empire: Remastered,Xbox Series X,2022.0,Simulation,Devolver Digital,0.11,0.1,0.05,0.15,0.41,57.0,5.8,0,0,4,36.2
2358,Savage Frontier,DS,,Puzzle,Activision,0.02,0.03,0.02,0.02,0.09,83.0,7.4,0,1,4,46.1
14387,Savage Frontier,PS2,2006.0,Racing,Atari,0.22,0.15,0.09,0.15,0.61,61.0,,0,0,4,36.4
8467,Savage Frontier,PS4,2013.0,Platform,Rockstar Games,0.2,0.09,0.03,0.09,0.41,,5.2,0,0,4,33.2
7580,Savage Frontier,PS5,2023.0,Fighting,Paradox Interactive,0.52,0.33,0.28,0.34,1.47,,8.3,0,0,4,38.9
3251,Savage Frontier,Xbox Series X,2008.0,Platform,Codemasters,0.09,0.05,0.05,0.0,0.19,57.0,7.1,0,0,3,35.4
13962,Savage Frontier,Xbox Series X,2018.0,Adventure,Microsoft Studios,0.07,0.08,0.05,0.08,0.28,,8.9,0,0,4,38.6
13280,Savage Frontier 2,PC,2001.0,Shooter,Paradox Interactive,0.06,0.06,0.01,0.08,0.21,80.0,3.5,0,0,3,37.0
3794,Savage Frontier 3,Xbox 360,2008.0,Sports,Nintendo,0.06,0.02,0.01,0.04,0.13,,7.2,0,0,4,35.9
8473,Savage Frontier 3,Xbox One,2019.0,Action,Ubisoft,0.16,0.12,0.06,0.02,0.36,70.0,8.3,0,0,4,43.8
10194,Savage Frontier II,PS5,2002.0,Puzzle,CD Projekt,0.04,0.02,0.0,0.05,0.11,67.0,5.8,0,0,3,36.4
3958,Savage Frontier III,PSP,2024.0,Simulation,Bethesda Softworks,0.01,0.0,0.0,0.01,0.02,72.0,6.3,0,0,2,36.1
12869,Savage Frontier IV,GameCube,2016.0,Sports,Bethesda Softworks,0.27,0.1,0.14,0.14,0.65,76.0,6.4,0,0,4,43.0
5085,Savage Frontier IV,Xbox Series X,2019.0,Strategy,Bandai Namco,0.01,0.01,0.0,0.0,0.02,88.0,8.0,0,0,2,43.4
7640,Savage Frontier: Gold Edition,GameCube,2011.0,Strategy,Paradox Interactive,0.02,0.01,0.01,0.0,0.04,67.0,7.3,0,0,3,38.6
10932,Savage Frontier: Gold Edition,PSP,2017.0,Sports,Activision,0.15,0.08,0.01,0.13,0.37,82.0,6.8,0,0,3,42.7
7991,Savage Frontier: Origins,Game Boy Advance,2004.0,Simulation,Annapurna Interactive,0.1,0.06,0.09,0.09,0.34,,6.5,0,0,4,35.1
16431,Savage Frontier: Origins,Game Boy Advance,2024.0,Sports,Konami,0.03,0.02,0.02,0.0,0.07,66.0,5.1,0,0,3,35.0
6425,Savage Frontier: Origins,PSP,2003.0,Adventure,Microsoft Studios,0.19,0.11,0.09,0.03,0.42,61.0,6.8,0,0,4,38.9
14031,Savage Frontier: Redux,Wii,2007.0,Shooter,2K Games,0.07,0.04,0.03,0.01,0.15,52.0,5.3,0,0,4,33.7
10301,Savage Frontier: Remastered,3DS,2012.0,Adventure,Focus Entertainment,0.01,0.01,0.0,0.0,0.02,61.0,6.3,0,0,2,32.8
15003,Savage Genesis,DS,2002.0,Simulation,Electronic Arts,0.01,0.0,0.0,0.01,0.02,66.0,5.3,0,0,2,32.8
10929,Savage Genesis,Wii U,2020.0,Platform,Tecmo Koei,0.05,0.04,0.03,0.01,0.13,79.0,10.0,0,0,4,48.8
1071,Savage Genesis 3,Nintendo Switch,2013.0,Adventure,2K Games,0.06,0.03,0.04,0.02,0.15,66.0,7.1,0,0,4,40.6
13371,Savage Genesis II,Game Boy Advance,2014.0,Simulation,Warner Bros. Interactive,0.06,0.04,0.02,0.0,0.12,,4.9,0,0,3,30.0
13607,Savage Genesis III,PC,2011.0,Adventure,Sony Interactive Entertainment,0.04,0.01,0.01,0.01,0.07,63.0,5.7,0,0,4,37.5
4894,Savage Genesis IV,PC,2002.0,Role-Playing,505 Games,0.08,0.05,0.04,0.0,0.17,58.0,7.0,0,0,3,35.6
5987,Savage Genesis IV,PC,2008.0,Platform,2K Games,0.03,0.02,0.01,0.0,0.06,61.0,6.1,0,0,3,35.0
3508,Savage Genesis Online,PS2,2017.0,Role-Playing,CD Projekt,0.22,0.17,0.02,0.4,0.81,,8.5,0,0,3,36.1
15001,Savage Genesis: Origins,PS3,2019.0,Action,Bethesda Softworks,0.13,0.12,0.12,0.06,0.43,,9.7,0,0,4,40.0
1254,Savage Horizon,GameCube,2026.0,Sports,Bandai Namco,0.03,0.02,0.02,0.01,0.08,64.0,7.4,0,0,4,40.4
355,Savage Horizon,PS Vita,2026.0,Action,CD Projekt,0.08,0.04,0.02,0.04,0.18,65.0,6.9,0,0,4,40.0
2378,Savage Horizon,PS3,2008.0,Simulation,2K Games,0.02,0.01,0.01,0.01,0.05,65.0,6.6,0,0,4,39.4
8480,Savage Horizon,PS5,2000.0,Sports,Ubisoft,0.1,0.05,0.03,0.09,0.27,65.0,4.5,0,0,4,36.5
